638	惊喜	6
639	总共	6
640	当地	6
641	工作	6
642	客服热线	6
643	定制	6
644	天天	6
645	大奖	6
646	增加	6
647	地铁	6
648	各项	6
649	可兑换	6
650	卫生	6
651	办宣	6
652	副	6
653	准	6
654	关心	6
655	先得	6
656	代表	6
657	代付	6
658	介绍	6
659	人选	6
660	人员	6
661	云南	6
662	个人消费	6
663	wsh	6
664	vivo	6
665	so	6
666	index	6
667	gz	6
668	XSB9	6
669	TD	6
670	TA	6
671	RB15	6
672	68	6
673	6668MB	6
674	500	6
675	345.30	6
676	30.00	6
677	29.94	6
678	2048.02	6
679	201705	6
680	18843149903	6
681	1600	6
682	10086108	6
683	10016	6
684	1000	6
685	033C1	6
686	高清	5
687	香港	5
688	风险	5
689	项目	5
690	页面	5
691	音乐	5
692	集锦	5
693	长假	5
694	酒店	5
695	邀请	5
696	返利	5
697	赠	5
698	资源	5
699	诈骗	5
700	记录	5
701	计生委	5
702	装	5
703	联系	5
704	网龄	5
705	网购节	5
706	维护	5
707	结束	5
708	终端	5
709	端午节	5
710	移动用户	5
711	码为	5
712	码	5
713	百分	5
714	电视直播	5
715	生命	5
716	环境	5
717	特殊	5
718	灾害	5
719	欢	5
720	次数	5
721	极速	5
722	机票	5
723	更好	5
724	无广告	5
725	施行	5
726	数字	5
727	救助	5
728	播放	5
729	扣除	5
730	快餐	5
731	应用	5
732	常用	5
733	市话	5
734	已达	5
735	工作者	5
736	完后	5
737	好友	5
738	在线	5
739	国际	5
740	四星级	5
741	同意	5
742	合作	5
743	各大	5
744	可拨打	5
745	原	5
746	努力	5
747	助手	5
748	办公室	5
749	免费送	5
750	先到	5
751	元包	5
752	促销	5
753	低于	5
754	以此类推	5
755	互联网	5
756	乐	5
757	义务	5
758	主题	5
759	中心	5
760	严禁	5
761	不用	5
762	上述	5
763	上海	5
764	一站式	5
765	一次性	5
766	一份	5
767	woms	5
768	khddf2	5
769	go	5
770	eUbaae	5
771	YCZ	5
772	WEB	5
773	98	5
774	91MB	5
775	9.95	5
776	9.40	5
777	800.0	5
778	600.0	5
779	551	5
780	300.04	5
781	300	5
782	270	5
783	19.96	5
784	15.00	5
785	100MB	5
786	1.4	5
787	0KB	5
788	0.19	5
789	频道	4
790	预约	4
791	面值	4
792	限量	4
793	部分	4
794	速速	4
795	通讯	4
796	通信费	4
797	连续	4
798	远离	4
799	转	4
800	跨	4
801	超	4
802	资金	4
803	资料	4
804	账期	4
805	详细	4
806	询	4
807	设施	4
808	认证	4
809	订单号	4
810	订	4
811	计算	4
812	西安	4
813	补充	4
814	范围	4
815	至尊	4
816	能力	4
817	职业	4
818	考试	4
819	精神	4
820	粽子	4
821	稍后	4
822	科技	4
823	祝	4
824	确认	4
825	疑问	4
826	电子对	4
827	玩游戏	4
828	玩	4
829	猛	4
830	热线	4
831	激活	4
832	流水号	4
833	注入	4
834	法律	4
835	法	4
836	查阅	4
837	服务态度	4
838	有礼	4
839	月初	4
840	最新	4
841	更换	4
842	时段	4
843	日起	4
844	日内	4
845	无	4
846	新飞	4
847	教育	4
848	支付宝	4
849	指令	4
850	护路	4
851	抢购	4
852	成都	4
853	意识	4
854	恢复正常	4
855	快人	4
856	心	4
857	彩铃	4
858	已于	4
859	已为	4
860	屏蔽	4
861	家庭	4
862	定期	4
863	完成	4
864	季	4
865	存	4
866	好了吗	4
867	好	4
868	大礼包	4
869	处理结果	4
870	处于	4
871	回馈	4
872	商品	4
873	含上	4
874	吉林省	4
875	合计	4
876	友情	4
877	加餐	4
878	减少	4
879	准备	4
880	再试	4
881	关机	4
882	公民	4
883	免	4
884	先	4
885	元时	4
886	健康	4
887	保存	4
888	以备	4
889	仅能	4
890	亲密	4
891	主流	4
892	为您服务	4
893	个人主页	4
894	世界	4
895	不足以	4
896	不变	4
897	七天	4
898	一边	4
899	一步	4
900	tAE3y	4
901	sn	4
902	qAagl	4
903	mail	4
904	ccyd2013	4
905	X9	4
906	U	4
907	SIM卡	4
908	R4Kz8B6	4
909	QXRTX	4
910	QQ	4
911	HFTX	4
912	8.58	4
913	60	4
914	5G	4
915	56.00	4
916	520	4
917	5083	4
918	5.2	4
919	3GB	4
920	39GB	4
921	3.8	4
922	25.24	4
923	20.50	4
924	2.00	4
925	15140635698	4
926	150	4
927	1400.00	4
928	1173	4
929	11.82	4
930	108	4
931	1065888810	4
932	1065883099	4
933	10655929	4
934	101	4
935	0.1	4
936	0.04	4
937	龙江	3
938	高铁	3
939	预防	3
940	预定	3
941	预	3
942	非法	3
943	非	3
944	需求	3
945	集资	3
946	降至	3
947	防范	3
948	防灾	3
949	防护	3
950	间	3
951	重要	3
952	配件	3
953	这种	3
954	近期	3
955	输入	3
956	转账	3
957	超赞	3
958	超大	3
959	起到	3
960	赢取	3
961	赚	3
962	资费套餐	3
963	请于	3
964	详单	3
965	诚邀	3
966	评定	3
967	设置	3
968	要用	3
969	要求	3
970	行为	3
971	草莓	3
972	节日愉快	3
973	节	3
974	至翼	3
975	股骨头	3
976	续费	3
977	绑定	3
978	红十字会	3
979	粮油	3
980	米面	3
981	签证	3
982	突然	3
983	积极	3
984	秉承	3
985	社区	3
986	短号	3
987	短厅	3
988	省委	3
989	省外	3
990	相应	3
991	电脑	3
992	用不完	3
993	生活用品	3
994	甘于	3
995	理解	3
996	珍惜	3
997	独享	3
998	热门	3
999	热点	3
1000	火爆	3
1001	清零	3
1002	清晰	3
1003	浙江省	3
1004	注册	3
1005	注	3
1006	治疗	3
1007	每个	3
1008	母亲节	3
1009	残疾	3
1010	正式	3
1011	款项	3
1012	欢乐颂	3
1013	次日	3
1014	来电	3
1015	条件	3
1016	权益	3
1017	本省	3
1018	未能	3
1019	最多	3
1020	最后	3
1021	更新	3
1022	暂	3
1023	晒	3
1024	昆明市	3
1025	无疆	3
1026	敬佑	3
1027	救死扶伤	3
1028	救急	3
1029	携手	3
1030	搞定	3
1031	搜	3
1032	提升	3
1033	掌握	3
1034	报名	3
1035	护理	3
1036	护士节	3
1037	护士	3
1038	抢先	3
1039	折扣	3
1040	扣费	3
1041	打卡	3
1042	手厅	3
1043	想	3
1044	患者	3
1045	当天	3
1046	建设	3
1047	应有尽有	3
1048	广大	3
1049	平安	3
1050	帮	3
1051	工伤保险	3
1052	少于	3
1053	寻	3
1054	家人	3
1055	实收	3
1056	安全厅	3
1057	存款	3
1058	委员会	3
1059	好礼	3
1060	奉献	3
1061	大路	3
1062	大爱	3
1063	基层	3
1064	固定	3
1065	商店	3
1066	商城	3
1067	哒	3
1068	和谐	3
1069	告警	3
1070	后次	3
1071	名送	3
1072	名	3
1073	吃	3
1074	可赠	3
1075	可得	3
1076	可享	3
1077	只能	3
1078	另有	3
1079	受理	3
1080	发送至	3
1081	发票	3
1082	发	3
1083	反恐	3
1084	单模	3
1085	单倍	3
1086	华为	3
1087	区域	3
1088	包内	3
1089	动态	3
1090	券	3
1091	刮	3
1092	删除	3
1093	出行	3
1094	减轻	3
1095	共建	3
1096	全家	3
1097	充足	3
1098	仅为	3
1099	人人有责	3
1100	五月	3
1101	之前	3
1102	主	3
1103	中华人民共和国	3
1104	三电	3
1105	一次	3
1106	一星	3
1107	一年	3
1108	zf	3
1109	smjfqf	3
1110	qAaqV	3
1111	qAa5B	3
1112	ebill	3
1113	dxydyw	3
1114	cmcckf10086	3
1115	ZM	3
1116	WIFI	3
1117	SNJRB	3
1118	LL40	3
1119	LL30	3
1120	L	3
1121	H4GAPP	3
1122	GZ10086	3
1123	CZMM	3
1124	95M	3
1125	95	3
1126	93	3
1127	9.18	3
1128	9.03	3
1129	7.90	3
1130	7.59	3
1131	7.30	3
1132	6G	3
1133	6244.00	3
1134	58M	3
1135	55M	3
1136	559	3
1137	5411	3
1138	53M	3
1139	514.99	3
1140	5.24	3
1141	49.90	3
1142	45.84	3
1143	44M	3
1144	44.90	3
1145	433.88	3
1146	4122	3
1147	4121	3
1148	4006558068	3
1149	4.74	3
1150	3915.28	3
1151	37.60	3
1152	3.07	3
1153	3.00	3
1154	2154.46	3
1155	21.12	3
1156	2082	3
1157	2.6	3
1158	1911.82	3
1159	17621079345	3
1160	15G	3
1161	1309	3
1162	109.50	3
1163	106598771	3
1164	1065585292	3
1165	103	3
1166	1024MB0KB	3
1167	1024MB	3
1168	10086700	3
1169	10010sh	3
1170	1000M	3
1171	1.00	3
1172	0.10	3
1173	魅力	2
1174	飞	2
1175	颈	2
1176	页	2
1177	靓号	2
1178	需要	2
1179	随心	2
1180	随借	2
1181	陪伴	2
1182	限定性	2
1183	阿根廷	2
1184	防骗	2
1185	防火	2
1186	闺蜜	2
1187	门票	2
1188	门槛	2
1189	长寿	2
1190	银行	2
1191	铁路	2
1192	钢琴	2
1193	针对	2
1194	金曲	2
1195	里	2
1196	速度	2
1197	通话费	2
1198	迪士尼	2
1199	连接	2
1200	迎新春	2
1201	达量	2
1202	轻信	2
1203	转发	2
1204	路	2
1205	超低	2
1206	购物	2
1207	贫困	2
1208	谨防	2
1209	谢谢	2
1210	谅解	2
1211	请帖	2
1212	说话	2
1213	说出	2
1214	诚信	2
1215	诚	2
1216	记得	2
1217	表白	2
1218	街	2
1219	萌照	2
1220	致电	2
1221	腰间盘	2
1222	脱贫	2
1223	肿瘤	2
1224	联通公司	2
1225	翻倍	2
1226	群众	2
1227	网典	2
1228	编码	2
1229	绿色	2
1230	绿水青山	2
1231	绿化	2
1232	续订	2
1233	续存	2
1234	终极	2
1235	紧急	2
1236	系统	2
1237	粉丝	2
1238	简短	2
1239	筑起	2
1240	等你拿	2
1241	竭诚	2
1242	童颜	2
1243	童年	2
1244	突出	2
1245	秦迹	2
1246	秒杀	2
1247	秀舞	2
1248	社厅	2
1249	确保您	2
1250	省心	2
1251	相当于	2
1252	相伴	2
1253	疯	2
1254	畅游	2
1255	电视剧	2
1256	电影	2
1257	用到	2
1258	用于	2
1259	生态	2
1260	现有	2
1261	王上	2
1262	爱人	2
1263	照片	2
1264	游戏	2
1265	清楚	2
1266	浓妆	2
1267	汇款	2
1268	民政厅	2
1269	每日	2
1270	每号	2
1271	正	2
1272	模式	2
1273	植树	2
1274	档	2
1275	校园	2
1276	来袭	2
1277	来电显示	2
1278	本条	2
1279	本月底	2
1280	未交	2
1281	朋友	2
1282	智能	2
1283	晕	2
1284	易信	2
1285	时请	2
1286	时光	2
1287	日租宝	2
1288	日租包	2
1289	日到	2
1290	无限	2
1291	无线	2
1292	无效	2
1293	无忌	2
1294	旗袍	2
1295	旅游	2
1296	新密码	2
1297	新华社	2
1298	新人	2
1299	文明	2
1300	收藏	2
1301	收听	2
1302	收件箱	2
1303	描述	2
1304	推进	2
1305	排队	2
1306	掌控	2
1307	捶	2
1308	指	2
1309	持续	2
1310	拼	2
1311	拳拳	2
1312	拯救	2
1313	抽	2
1314	护照	2
1315	找回	2
1316	所在	2
1317	我国	2
1318	成就	2
1319	慈善	2
1320	愿全	2
1321	感谢	2
1322	感恩	2
1323	感受	2
1324	惊艳	2
1325	情侣	2
1326	患有	2
1327	恢复	2
1328	总费用	2
1329	总会	2
1330	忙碌	2
1331	忘记	2
1332	弹出	2
1333	开播	2
1334	建议	2
1335	底部	2
1336	应尽	2
1337	应付	2
1338	常远	2
1339	市长	2
1340	市民	2
1341	已备	2
1342	履行	2
1343	属于	2
1344	少	2
1345	小贴士	2
1346	小灵通	2
1347	小康	2
1348	小主	2
1349	对话框	2
1350	密码保护	2
1351	家庭医生	2
1352	客户经理	2
1353	客户服务	2
1354	实现	2
1355	实施	2
1356	定购	2
1357	完美	2
1358	安静	2
1359	安徽	2
1360	孙文博	2
1361	如为	2
1362	好运	2
1363	好玩	2
1364	女神	2
1365	套外	2
1366	奖励	2
1367	失	2
1368	天内	2
1369	大连	2
1370	大赛	2
1371	大王	2
1372	多款	2
1373	处非	2
1374	处理	2
1375	壮汉	2
1376	增值	2
1377	墙	2
1378	基友	2
1379	坏死	2
1380	图标	2
1381	固话	2
1382	四川省	2
1383	喜剧	2
1384	品位	2
1385	咪	2
1386	咕	2
1387	听	2
1388	同步	2
1389	吉	2
1390	合适	2
1391	吃个	2
1392	号线	2
1393	可视电话	2
1394	可获	2
1395	变	2
1396	发愁	2
1397	发展	2
1398	友好	2
1399	厉害	2
1400	厅	2
1401	即订	2
1402	卖场	2
1403	升	2
1404	北直	2
1405	包仅	2
1406	助理	2
1407	助残日	2
1408	动漫	2
1409	动感地带	2
1410	动动手	2
1411	加强	2
1412	加入	2
1413	利息	2
1414	初次	2
1415	列表	2
1416	划算	2
1417	分享	2
1418	分为	2
1419	减半	2
1420	农村	2
1421	再也	2
1422	内含	2
1423	共渡	2
1424	公务员	2
1425	全省	2
1426	全包	2
1427	入口	2
1428	免费资源	2
1429	免提	2
1430	光纤	2
1431	充后	2
1432	元得	2
1433	元含	2
1434	元享	2
1435	假期	2
1436	值	2
1437	信办	2
1438	保密	2
1439	便利	2
1440	依法	2
1441	供	2
1442	低至	2
1443	优酷	2
1444	优质服务	2
1445	任选	2
1446	任你选	2
1447	今日	2
1448	人生	2
1449	人民政府	2
1450	亲爱	2
1451	享豪礼	2
1452	互拨	2
1453	买	2
1454	为止	2
1455	为国足	2
1456	个人信息	2
1457	专用	2
1458	专家	2
1459	专	2
1460	不知	2
1461	不定期	2
1462	上网版	2
1463	上方	2
1464	三天	2
1465	三个	2
1466	万家	2
1467	一点	2
1468	一档	2
1469	一天	2
1470	一个	2
1471	z243g7T27	2
1472	youku	2
1473	yaYv6B6	2
1474	xiazai	2
1475	wapzt	2
1476	url	2
1477	tg	2
1478	show	2
1479	scllcd	2
1480	id	2
1481	ge8	2
1482	gVrENNf	2
1483	fm	2
1484	dwz	2
1485	client	2
1486	cA201	2
1487	bank	2
1488	aid	2
1489	Young	2
1490	XMjUzMjgxOTk4MA	2
1491	QXZTX	2
1492	QXYLTX	2
1493	QXLLTX	2
1494	QXGTX	2
1495	PPTV	2
1496	P9	2
1497	OCS	2
1498	NtTeAAA	2
1499	N	2
1500	LL20	2
1501	KT98	2
1502	KB	2
1503	I7FbU3	2
1504	Find	2
1505	DW	2
1506	B超	2
1507	AE2001433o3z687	2
1508	997.58	2
1509	95105787	2
1510	9.98	2
1511	9.9	2
1512	9.82	2
1513	9.50	2
1514	9.10	2
1515	89O349	2
1516	84M	2
1517	846.8	2
1518	81M	2
1519	8192.00	2
1520	80M	2
1521	80.10	2
1522	8.77	2
1523	8.59	2
1524	8.28	2
1525	76M	2
1526	76	2
1527	73M	2
1528	730.1	2
1529	72.62	2
1530	709308	2
1531	70.56	2
1532	7.69	2
1533	6GB	2
1534	68M	2
1535	66.44	2
1536	6281	2
1537	62.32	2
1538	61M	2
1539	61.13	2
1540	600M	2
1541	60.54	2
1542	6.80	2
1543	6.79	2
1544	6.59	2
1545	6.52	2
1546	578.1	2
1547	56M	2
1548	56.14	2
1549	5529.60	2
1550	542.7	2
1551	52.02	2
1552	5120.00	2
1553	50.56	2
1554	5.17	2
1555	48.90	2
1556	48.37	2
1557	48.35	2
1558	477.34	2
1559	47.90	2
1560	45M	2
1561	452.98	2
1562	451.9	2
1563	434.8	2
1564	42M	2
1565	42.10	2
1566	41.92	2
1567	41.72	2
1568	40MB153KB	2
1569	40299	2
1570	4006006777	2
1571	400.00	2
1572	4.46	2
1573	4.42	2
1574	4.24	2
1575	4.16	2
1576	4.14	2
1577	391.03	2
1578	38M	2
1579	36.33	2
1580	35.54	2
1581	34.5	2
1582	338	2
1583	33.01	2
1584	325.13	2
1585	321.76	2
1586	32.75	2
1587	31M	2
1588	31.42	2
1589	31.23	2
1590	30G	2
1591	308709	2
1592	300.0	2
1593	30.4	2
1594	3.9	2
1595	3.53	2
1596	3.50	2
1597	3.01	2
1598	2mUNvq	2
1599	2GB678MB	2
1600	2GB532MB	2
1601	2GB250	2
1602	2GB149	2
1603	293.2	2
1604	288	2
1605	287.5	2
1606	27.30	2
1607	26M	2
1608	268	2
1609	267.33	2
1610	26.42	2
1611	251.38	2
1612	250.3	2
1613	25.57	2
1614	24M	2
1615	238	2
1616	23.20	2
1617	23.18	2
1618	229.9	2
1619	225.57	2
1620	219.4	2
1621	219.1	2
1622	214.99	2
1623	20M	2
1624	209	2
1625	206.3	2
1626	2050	2
1627	2048.00	2
1628	202.8	2
1629	2014	2
1630	201.6	2
1631	2.14	2
1632	2.10	2
1633	2.02	2
1634	1bfUc4	2
1635	19M	2
1636	197	2
1637	195	2
1638	18M	2
1639	18785052065	2
1640	187.4	2
1641	18340820745	2
1642	180.1	2
1643	171.2	2
1644	158	2
1645	157.7	2
1646	15285151301	2
1647	1520	2
1648	15.26	2
1649	145.30	2
1650	144	2
1651	14.76	2
1652	1200M	2
1653	12.70	2
1654	12.10	2
1655	119.14	2
1656	111.00	2
1657	110.8	2
1658	11.18	2
1659	10MB	2
1660	1065842232	2
1661	10658139	2
1662	106555066	2
1663	105	2
1664	103.40	2
1665	10155	2
1666	10086800	2
1667	100863103101	2
1668	10086006	2
1669	10015888	2
1670	10001802	2
1671	10.73	2
1672	1.80	2
1673	1.563	2
1674	1.217	2
1675	1.12	2
1676	0bs000	2
1677	0UNCpH	2
1678	0MB0KB	2
1679	04M	2
1680	043185538553	2
1681	0.62	2
1682	0.27	2
1683	黑龙	1
1684	黄昏	1
1685	高考	1
1686	骄傲	1
1687	驻华	1
1688	首页	1
1689	首充	1
1690	首个	1
1691	首	1
1692	馅饼	1
1693	飞毛腿	1
1694	风筝	1
1695	频繁	1
1696	领导小组	1
1697	领完	1
1698	预订	1
1699	预计	1
1700	预警	1
1701	须	1
1702	顺延	1
1703	顺利	1
1704	顶部	1
1705	音符	1
1706	音乐节	1
1707	音乐网站	1
1708	韩国	1
1709	面子	1
1710	靠山	1
1711	青花	1
1712	青春	1
1713	青云	1
1714	需该	1
1715	零时	1
1716	随用	1
1717	随到	1
1718	陷阱	1
1719	陪您	1
1720	陕西省	1
1721	限用	1
1722	限在	1
1723	降雨量	1
1724	陌生人	1
1725	陌生	1
1726	附近	1
1727	附加	1
1728	阿根廷政府	1
1729	阵线	1
1730	防谍	1
1731	防线	1
1732	防治	1
1733	防暴	1
1734	防护网	1
1735	问题	1
1736	问候	1
1737	长期有效	1
1738	长期	1
1739	键	1
1740	错误	1
1741	锁定	1
1742	销售	1
1743	银联卡	1
1744	铃音	1
1745	铁人三项	1
1746	钻越	1
1747	钻	1
1748	钱	1
1749	钢铁长城	1
1750	金鸡	1
1751	金币	1
1752	量费	1
1753	野外	1
1754	重装	1
1755	重大	1
1756	重复	1
1757	部门	1
1758	邀	1
1759	避暑	1
1760	遵守	1
1761	遗忘	1
